ID,Domain,Repository,Created,URL,Title,Labels,Description
adobe-aem-guides-wknd-388,headless-api,adobe/aem-guides-wknd,2023-01-05T20:48:40Z,https://github.com/adobe/aem-guides-wknd/issues/388,i18n JSON example abandoned - should be fixed to show proper usage,enhancement,"### Expected Behaviour
  There should be an example on how to use a .json for i18n
  
  ### Actual Behaviour
  https://github.com/adobe/aem-guides-wknd/blob/main/ui.apps/src/main/content/jcr_root/apps/wknd/i18n/fr.json exists as an example, but appears to go unused as it isn't referenced anywhere.
  
  ### Reproduce Scenario (including but not limited to)
  Looking at the live instance, https://wknd.site/fr/fr.html , this never appears. 
  
  #### Steps to Reproduce
  ... (9 more lines)

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. be an example on how to use a ."
adobe-aem-guides-wknd-337,other,adobe/aem-guides-wknd,2022-04-08T16:03:29Z,https://github.com/adobe/aem-guides-wknd/issues/337,[Request] This is a request to include a custom index in WKND for reference,enhancement,"WKND is used by many AEM developers as a reference for creating their first AEM Cloud Service project. An issue that we often see come up is the node structure and properties are not correct when creating a custom index, which causes the index not to appear in AEM Cloud Service.
  
  It would be helpful to have a custom index added to WKND for developers to reference.

Technical Notes (2):
--------------------------------------------------------------------------------
  • An issue that we often see come up is the node structure and properties are not correct when creating a custom index, which causes the index not to appear in AEM Cloud Service
  • WKND is used by many AEM developers as a reference for creating their first AEM Cloud Service project"
adobe-aem-guides-wknd-298,security,adobe/aem-guides-wknd,2021-11-17T17:33:23Z,https://github.com/adobe/aem-guides-wknd/issues/298,[ Request]Add more code comments to wknd,enhancement,"<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  
  This is a suggestion to add more comments to the code for wknd."
adobe-aem-guides-wknd-294,traditional-website,adobe/aem-guides-wknd,2021-11-12T21:33:17Z,https://github.com/adobe/aem-guides-wknd/issues/294,Use Image V3 component to reduce CLS (Cumulative Layout Shift),"enhancement, merged main","Today, WKND uses Image Core Components V2.
  
  V3 was released a few releases ago and among others reduces CLS during initial page rendering."
adobe-aem-guides-wknd-292,other,adobe/aem-guides-wknd,2021-11-12T16:25:17Z,https://github.com/adobe/aem-guides-wknd/issues/292,Include Sitemap and Canonical tag configuration,enhancement,"Use the new features of Core Components to include a sitemap and canonical tag for the WKND Site
  
  Docs -https://experienceleague.adobe.com/docs/experience-manager-cloud-service/overview/seo-and-url-management.html?lang=en#building-an-xml-sitemap-on-aem
  
  Video - https://experienceleague.adobe.com/docs/experience-manager-learn/sites/seo/sitemaps.html"
adobe-aem-guides-wknd-291,security,adobe/aem-guides-wknd,2021-11-12T16:23:17Z,https://github.com/adobe/aem-guides-wknd/issues/291,Eliminate jQuery dependency,enhancement,"<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  No need for jQuery dependency
  
  ### Actual Behaviour
  https://github.com/adobe/aem-guides-wknd/search?q=jquery
  
  ### Reproduce Scenario (including but not limited to)
  ... (13 more lines)"
adobe-aem-guides-wknd-288,performance,adobe/aem-guides-wknd,2021-11-11T19:56:14Z,https://github.com/adobe/aem-guides-wknd/issues/288,Improve default CDN cache settings,enhancement,"### Expected Behaviour
  
  #240 introduced default vhost section to set cache-control headers - this request is to continuously improve them based on feedback received from the community, to establish a robust set of cache-control headers that can be used across sites build with Core Components."
adobe-aem-guides-wknd-283,traditional-website,adobe/aem-guides-wknd,2021-10-25T20:13:15Z,https://github.com/adobe/aem-guides-wknd/issues/283,AEM Maven Archetype Version Out of Alignment among WKND Tutorial Doc and Chapter Branches,"bug, enhancement","<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  Ideally the WKND Tutorial Doc and the GitHub branches (mater as well as chapter branches) should be in good alignment or consistent so that fundamental differences (such as AEM Maven Archetype version etc.) are not becoming major road blockers when one goes through the tutorial chapters.
  
  WKND Tutorial Doc https://experienceleague.adobe.com/docs/experience-manager-learn/getting-started-wknd-tutorial-develop/project-archetype/project-setup.html?lang=en
  ### Actual Behaviour
  The most fundamental chapter - Chapter 1 - Project Setup instructs to use archetype

Acceptance Criteria (2):
--------------------------------------------------------------------------------
  1. be in good alignment or consistent so that fundamental differences (such as AEM Maven Archetype version etc.
  2. come across with major dependency issues with OSGi bundling because of the uneven underlying code structures/packages.

Technical Notes (1):
--------------------------------------------------------------------------------
  • If one follows exactly what is instructed, they will come across with major dependency issues with OSGi bundling because of the uneven underlying code structures/packages"
adobe-aem-guides-wknd-280,traditional-website,adobe/aem-guides-wknd,2021-08-05T19:06:50Z,https://github.com/adobe/aem-guides-wknd/issues/280,Normalize use of Responsive Breakpoints/Emulators,enhancement,"### Expected Behaviour
  
  See #277  and #279 - There is a slight (but confusing) disconnect with how the AEM Grid CSS (names), Responsive Breakpoints (node names/labels) and Emulators are setup in WKND project.
  
  We should either have 2 breakpoints (for simplicity):
  
  + Small 
  + Default (anything > Small)
  
  Or we should support the usual 3 (Phone/Tablet/Desktop) but ensure they align with Page Editor emulator breakpoints so it is clear what's being edited when.
  ... (6 more lines)

Acceptance Criteria (2):
--------------------------------------------------------------------------------
  1. either have 2 breakpoints (for simplicity):
  2. support the usual 3 (Phone/Tablet/Desktop) but ensure they align with Page Editor emulator breakpoints so it is clear what's being edited when."
adobe-aem-guides-wknd-272,ui-components,adobe/aem-guides-wknd,2021-08-02T19:56:36Z,https://github.com/adobe/aem-guides-wknd/issues/272,Cloud Manager CICD PackageOverlap bug,"bug, enhancement","### Expected Behaviour
  The WKND code should have **less than 1 number of open issues** when the code is run through the Cloud Manager CICD pipeline
  ### Actual Behaviour
  When including the WKND code as a 3rd party maven embed in my all/pom.xml, the Cloud Manager CICD code quality produces 2 Major bugs for PackageOverlap with ui.content.sample and ui.content. I have this occurring on 2 separate demo projects with the same Open issues. These issues are not blockers of the pipeline, but if the filter statements can be updated to remove these issues, that would be helpful!
  
  File Location | Line Number | Issue | Type | Severity | Effort | Rule | Tags | Documentation
  -- | -- | -- | -- | -- | -- | -- | -- | --
  com.adobe.aem.guides:aem-guides-wknd.ui.content.sample:1.0.0 | 0 | affected path   /content/wknd/jcr:content/image/file/jcr:content/dam:thumbnails overlaps   [com.adobe.aem.guides:aem-guides-wknd.ui.content:1.0.0] | Bug | Major |   | PackageOverlaps | aem | https://www.adobe.com/g

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. have **less than 1 number of open issues** when the code is run through the Cloud Manager CICD pipeline

Technical Notes (1):
--------------------------------------------------------------------------------
  • These issues are not blockers of the pipeline, but if the filter statements can be updated to remove these issues, that would be helpful"
adobe-aem-guides-wknd-268,traditional-website,adobe/aem-guides-wknd,2021-07-19T09:33:02Z,https://github.com/adobe/aem-guides-wknd/issues/268,Use shortened URL as canonical link,enhancement,"### Expected Behaviour
  
  When search on Google, for example, I want to find the wknd site with a properly shortened breadcrumb. 
  
  ### Actual Behaviour
  
  ![Screenshot 2021-07-19 at 11 31 01](https://user-images.githubusercontent.com/558094/126138121-7ced2018-cf15-4794-8e0f-4e7e6626b6aa.png)
  
  ### Reproduce Scenario (including but not limited to)
  
  ... (3 more lines)"
adobe-aem-guides-wknd-246,other,adobe/aem-guides-wknd,2021-05-20T09:44:25Z,https://github.com/adobe/aem-guides-wknd/issues/246,Syncing with Archetype 28's immutable files update from Dispatcher SDK 2.0.57 and opt-in marker file for direct sources mode,"enhancement, merged main","### Expected Behaviour
  WKND's dispatcher configs are in sync with [AEM CS Archetype](https://github.com/adobe/aem-project-archetype)'s dispatcher configs, Dispatcher SDK configs and the ones used in AEM CS runtime.
  
  ### Actual Behaviour
  WKND needs and update from changes in Archetype 28:
  - [https://github.com/adobe/aem-project-archetype/issues/668](https://github.com/adobe/aem-project-archetype/issues/668)
  - [https://github.com/adobe/aem-project-archetype/pull/669](https://github.com/adobe/aem-project-archetype/pull/669)
  - [https://github.com/adobe/aem-project-archetype/issues/703](https://github.com/adobe/aem-project-archetype/issues/703)
  - [https://github.com/adobe/aem-project-archetype/pull/704](https://github.com/adobe/aem-project-archetype/pull/704)
  - [https://github.com/adobe/aem-project-archetype/issues/715](https://github.com/adobe/aem-project-archetype/issues/715)
  ... (1 more lines)"
adobe-aem-guides-wknd-240,ecommerce-cif,adobe/aem-guides-wknd,2021-04-29T20:27:51Z,https://github.com/adobe/aem-guides-wknd/issues/240,Update default CDN caching config,enhancement,"<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  
  The commit below does introduce a set of default cache control headers, they work great and are in production on https://wknd.site/
  
  https://github.com/adobe/aem-guides-wknd/commit/7c7b4a23c6c6321d38b5d6fe3ddb2d16f129e014
  
  This issue is about refinements and alignment to upcoming product based changes, that will eventually make this config obsolete for AEM as a Cloud Service customers.
  ... (3 more lines)

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. eventually make this config obsolete for AEM as a Cloud Service customers."
adobe-aem-guides-wknd-239,security,adobe/aem-guides-wknd,2021-04-29T12:35:24Z,https://github.com/adobe/aem-guides-wknd/issues/239,Automatically push to WKND.site,enhancement,"<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  Any push to this repository's master branch should be pushed to the wknd.site corresponding repository
  
  ### Actual Behaviour
  Manual work is required to keep that target repository in sync
  
  ### Reproduce Scenario (including but not limited to)
  ... (4 more lines)

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. be pushed to the wknd."
adobe-aem-guides-wknd-237,traditional-website,adobe/aem-guides-wknd,2021-04-28T18:35:37Z,https://github.com/adobe/aem-guides-wknd/issues/237,"Remove PWA specific code from project, provided by product now",enhancement,"<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  
  The current WKND project has hard-coded manifest. Given that AEM now supports PWA configuration via Page Properties on sites build with Core Components - we should remove the hard-coded copy and replace it with properties.
  
  Want to use the PWA settings in the Page Properties to make the site installable. This project has a manifest in 
  
  https://github.com/adobe/aem-guides-wknd/blob/3524a6695e27181c46c089dffc80e223c0e6759d/ui.apps/src/main/content/jcr_root/apps/wknd/components/page/customheaderlibs.html
  ... (4 more lines)

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. remove the hard-coded copy and replace it with properties."
adobe-aem-guides-wknd-231,headless-api,adobe/aem-guides-wknd,2021-04-21T22:56:14Z,https://github.com/adobe/aem-guides-wknd/issues/231,Update Adventure Content Fragment Model properties to support new data types and properties,"enhancement, merged main","The Adventure Content Fragment Model and corresponding Content Fragments should be updated to support newly introduced data types and properties.
  
  * Migrate Group Size field from Single Line Text to Number
  * Upgrade Enumeration type field (e.g., Adventure Type, Activity and Difficulty)
  * Add currency validation to Price field and restricted allowed values to a valid currency (USD)
  
  ### Expected Behaviour
  
  N/A
  
  ... (23 more lines)

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. be updated to support newly introduced data types and properties."
adobe-aem-guides-wknd-220,performance,adobe/aem-guides-wknd,2021-04-14T17:04:06Z,https://github.com/adobe/aem-guides-wknd/issues/220,Provide default cache control headers optimized high cache hit ratio on CDN,"enhancement, merged main","<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  
  Most of the site resources get delivered by the CDN, to achieve fast loading site globally. Changes published, should be served by the CDN within 10min after publishing.
  
  ### Actual Behaviour
  
  Most resources don't have cache control headers, hence a lot of content is served from origin, which makes the site load slow in a lot of ares in the world
  ... (10 more lines)

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. be served by the CDN within 10min after publishing."
adobe-aem-guides-wknd-199,other,adobe/aem-guides-wknd,2021-02-19T02:43:48Z,https://github.com/adobe/aem-guides-wknd/issues/199,Add Analyser Module,"enhancement, merged main","WKND Reference Site should align with the latest standards generated by AEM Project Archetype 25:
  
  https://github.com/adobe/aem-project-archetype/releases/tag/aem-project-archetype-25
  
  The major addition is the introduction of the Analyser module.

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. align with the latest standards generated by AEM Project Archetype 25:"
adobe-aem-guides-wknd-196,security,adobe/aem-guides-wknd,2021-02-17T18:00:50Z,https://github.com/adobe/aem-guides-wknd/issues/196,Update to Core Components 2.14.0,enhancement,"<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  
  ### Actual Behaviour
  
  ### Reproduce Scenario (including but not limited to)
  
  #### Steps to Reproduce
  ... (6 more lines)"
adobe-aem-guides-wknd-192,headless-api,adobe/aem-guides-wknd,2021-02-14T23:46:10Z,https://github.com/adobe/aem-guides-wknd/issues/192,Enable GraphQL Endpoints,"enhancement, merged main","<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  
  The WKND Reference site should expose it's content via the GraphQL endpoints as described at: https://experienceleague.adobe.com/docs/experience-manager-cloud-service/assets/admin/graphql-api-content-fragments.html?lang=en#graphql-aem-endpoint
  
  This includes OSGi Configurations for:
  
  * CORS (Cross Origin Resource Sharing)
  ... (9 more lines)

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. expose it's content via the GraphQL endpoints as described at: https://experienceleague."
adobe-aem-guides-wknd-163,security,adobe/aem-guides-wknd,2020-11-07T02:16:22Z,https://github.com/adobe/aem-guides-wknd/issues/163,Include additional Content Fragments,"enhancement, merged main","<!--- STOP! Before you open an issue please search this repository's issues to see if it has already been reported. This helps reduce duplicate issues from being created. -->
  <!--- SECURITY DISCLOSURE: If this is a security disclosure please follow the guidelines in CONTRIBUTING.md. This helps keep folks from accidentally releasing vulnerabilities before the maintainers get a chance to fix the issue. -->
  
  ### Expected Behaviour
  
  For demo purposes it would be nice to have more examples of Content Fragments.
  
  ### Actual Behaviour
  There are only a handful of Adventures. It would be good to include a few more examples to the sample content."
adobe-aem-guides-wknd-161,other,adobe/aem-guides-wknd,2020-11-04T17:30:14Z,https://github.com/adobe/aem-guides-wknd/issues/161,Include Vanity URL example,enhancement,"### Expected Behaviour
  WKND code base should include an example of Vanity URLs
  https://docs.adobe.com/content/help/en/experience-manager-65/managing/managing-further-reference/seo-and-url-management.html
  
  ### Actual Behaviour
  
  WKND reference site does not include this example.

Acceptance Criteria (1):
--------------------------------------------------------------------------------
  1. include an example of Vanity URLs"
adobe-aem-guides-wknd-160,traditional-website,adobe/aem-guides-wknd,2020-11-03T09:27:32Z,https://github.com/adobe/aem-guides-wknd/issues/160,Include localization example of Header/Footer experience fragment,"enhancement, merged main","Currently the header and footer have hardcoded paths in the language-independent templates (e.g. in https://github.com/adobe/aem-guides-wknd/blob/f7bee6b4cb31017fbb6c27027846ec7c926f4abe/ui.content/src/main/content/jcr_root/conf/wknd/settings/wcm/templates/content-page-template/structure/.content.xml#L19). What is your idea of supporting language-specific experience fragments then?
  
  I think the concept should be extended so that 
  
  - either a localized version of the experienced fragment is either automatically looked up 
  - or the path should actually not come from the template's structure content but should be externalized in a context-aware configuration
  
  In any case I would heavily propose to keep the templates language independent.

Acceptance Criteria (2):
--------------------------------------------------------------------------------
  1. be extended so that
  2. actually not come from the template's structure content but should be externalized in a context-aware configuration"
adobe-aem-guides-wknd-159,traditional-website,adobe/aem-guides-wknd,2020-11-02T15:03:03Z,https://github.com/adobe/aem-guides-wknd/issues/159,Update to Core Components 2.12.1,"enhancement, merged main","Core Components 2.12.0 has been released:
  https://github.com/adobe/aem-core-wcm-components/releases/tag/core.wcm.components.reactor-2.12.0
  
  The WKND guide can be updated accordingly as needed."
